ka,url,first_name,last_name,full_name,bio,height,birthday,age,hometown_city,hometown_state,ignore,education,medals_gold,medals_silver,medals_bronze,sport,thumbnail_url,thumbnail_alt_text,thumbnail_photo_credit
blt2c9dcb1f6f6acd50,/profiles/lilly-king,Lilly,King,Lilly King,"<h5>Personal</h5><ul><li>Daughter of Mark and Virginia King. Has one younger brother, Alex</li><li>Began swimming at age 7</li><li>Aspires to be a teacher or coach</li><li>Enjoys cooking and her favorite meal to make is biscuits and gravy</li><li>Her pre-race ritual includes eating a McDonald's double cheeseburger and drinking a Coke</li><li>Her favorite books and movies are Harry Potter</li><li>The X Files is her favorite TV show</li><li>Loves dogs</li><li>Hobbies include traveling, and playing with her cat Minnie.</li></ul><h5>Olympic Experience</h5><ul><li>3-time Olympian; 5-time Olympic medalist (2 gold, 2 silver, 1 bronze)</li><ul><li>Olympic Games Paris 2024, 4th (100m Breaststroke - Women), 8th (200m Breaststroke - Women)</li><li>Olympic Games Tokyo 2020, silver (200m Breaststroke - Women, 4 x 100m Medley Relay - Women), bronze (100m Breaststroke - Women)</li><li>Olympic Games Rio de Janeiro 2016, gold (100m Breaststroke - Women, 4 x 100m Medley Relay - Women), 12th (200m Breaststroke - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – gold (4 x 100m Medley Relay - Women), silver (50m Breaststroke - Women), 4th (100m Breaststroke - Women, 200m Breaststroke - Women)</li><li>Years of participation: 100m Breaststroke - Women 2017, 2019, 2022, 2023; 200m Breaststroke - Women 2017, 2019, 2022, 2023; 4 x 100m Medley Relay - Women 2017, 2019, 2022, 2023; 50m Breaststroke - Women 2017, 2019, 2022, 2023; 100m Breaststroke (SC) - Women 2016, 2022; 200m Breaststroke (SC) - Women 2016, 2022; 4 x 100m Medley Relay - Mixed 2017, 2019, 2022; 4 x 100m Medley Relay (SC) - Women 2016, 2022; 4 x 50m Medley Relay (SC) - Women 2016, 2022; 50m Breaststroke (SC) - Women 2016, 2022; 100m Individual Medley (SC) - Women 2016; 4 x 50m Medley Relay (SC) - Mixed 2016</li><li>Medals: 23 (17 gold, 5 silver, 1 bronze)</li><ul><li>Gold – 2023 (4 x 100m Medley Relay - Women); 2022 (200m Breaststroke - Women, 4 x 100m Medley Relay - Mixed, 4 x 100m Medley Relay - Women, 100m Breaststroke (SC) - Women, 4 x 100m Medley Relay (SC) - Women); 2019 (100m Breaststroke - Women, 4 x 100m Medley Relay - Women, 50m Breaststroke - Women); 2017 (100m Breaststroke - Women, 4 x 100m Medley Relay - Mixed, 4 x 100m Medley Relay - Women, 50m Breaststroke - Women); 2016 (4 x 100m Medley Relay (SC) - Women, 4 x 50m Medley Relay (SC) - Mixed, 4 x 50m Medley Relay (SC) - Women, 50m Breaststroke (SC) - Women)</li><li>Silver – 2023 (50m Breaststroke - Women); 2022 (200m Breaststroke (SC) - Women, 4 x 50m Medley Relay (SC) - Women); 2019 (4 x 100m Medley Relay - Mixed); 2016 (100m Breaststroke (SC) - Women)</li><li>Bronze – 2022 (50m Breaststroke (SC) - Women)</li></ul></ul>","5'9""",2/10/1997,27,Evansville,IN,Indiana University,Indiana University,2,2,1,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1680012404/TeamUSA%20Assets/Athlete%20Profiles/Lilly%20King%20828908/king_lilly_150x250.jpg,Lilly King,
blt65c5c014dbea43e0,/profiles/brynn-king,Brynn,King,Brynn King,,,8/22/2000,23,The Woodlands,TX,Roberts Wesleyan University,Roberts Wesleyan University,0,0,0,Track and Field,,,
blt6a9a39957a16f4d4,/profiles/kyree-king,Kyree,King,Kyree King,,,7/9/1994,30,Ontario,CA,University of Oregon,University of Oregon,0,0,0,Track and Field,,,
blt8e960a3e683bd510,/profiles/kristi-kirshe-1147760,Kristi,Kirshe,Kristi Kirshe,"<h5>Personal</h5><ul><li>Daughter of Greg and Kathy Kirshe</li><li>Began playing rugby at age 23</li><li>Played soccer at Williams College…Favorite movie is Good Will Hunting and her favorite TV show is the Office</li><li>Fourth of July is her favorite holiday</li><li>She also enjoys rollerblading and watching the NFL</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Paris 2024, bronze (Team - Women)</li><li>Olympic Games Tokyo 2020, 6th (Team - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2022 – 4th (Team - Women)</li><li>Years of participation: Team - Women 2022</li><li>Top finish: 4th – 2022 (Team - Women)</li></ul>","5'5""",10/14/1994,29,Franklin,MA,Williams College,Williams College,0,0,1,Rugby,https://res.cloudinary.com/usopc-prod/image/upload/v1721753444/TeamUSA%20Assets/Athlete%20Profiles/Kristi%20Kirshe%201147760/Kirshe_K_thumbnail_1147760.jpg,Kristi Kirshe smiling,USA Rugby
blta170d0f0544b7b3d,/profiles/karlie-kisha-1152041,Karlie,Kisha,Karlie Kisha,"<h5>Personal</h5><ul><li>Daughter of Cliff and Diane Heistand</li><li>Wife of Josh Kisha</li><li>Has a sister, Rayell</li></ul><h5>World Championship Experience</h5><ul><li>4th - 2022 Pan American Cup (Santiago, Chile)</li><li>9th - 2021-22 FIH Pro League (worldwide)</li><li>9th - 2020-21 FIH Pro League (worldwide)</li><li>2022-23 FIH Pro League (worldwide)</li></ul><h5>Career Highlights</h5><ul><li>Pan American Games Santiago 2023, silver (Team - Women)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, (Team - Women)</li></ul></ul>",,9/25/1995,28,Hamburg,PA,Hamburg Area University of Connecticut,University of Connecticut,0,0,0,Field Hockey,https://res.cloudinary.com/usopc-prod/image/upload/v1680011643/TeamUSA%20Assets/Athlete%20Profiles/Karlie%20Kisha%201152041/Kisha_150x250.jpg,,
blt66ce995b24ee8ebf,/profiles/rylan-kissell,Rylan,Kissell,Rylan Kissell,,,,,Littleton,CO,,,0,0,0,Shooting,,,
blte9d27e40cd461803,/profiles/wes-kitts,Wes,Kitts,Wes Kitts,"<h5>Career Highlights</h5><ul>
<li>2018, 2019 Pan American Champion</li>
<li>2019 Pan American Games Champion</li>
<li>2017 Pan American Silver medalist</li>
<li>Holds 2 American Records</li>
</ul><h5> World Championship Experience</h5><ul><li>Most recent: 2023 – 9th (109kg - Snatch - Men), 11th (109kg - Men), 13th (109kg - Clean & Jerk - Men)</li><li>Years of participation: 109kg - Clean & Jerk - Men 2018, 2019, 2023; 109kg - Men 2018, 2019, 2023; 109kg - Snatch - Men 2018, 2019, 2023; 102kg - Clean & Jerk - Men 2022; 102kg - Men 2022; 102kg - Snatch - Men 2022; 105kg - Clean & Jerk - Men 2017; 105kg - Men 2017; 105kg - Snatch - Men 2017</li><li>Top finish: 5th – 2018 (109kg - Clean & Jerk - Men)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Tokyo 2020, 8th (109kg - Men)</li></ul></ul>",,5/22/1990,34,Knoxville,TN,Austin Peay State University,Austin Peay State University,0,0,0,Weightlifting,https://res.cloudinary.com/usopc-prod/image/upload/v1686328775/TeamUSA%20Assets/Migration/Athlete%20Profiles/Wes%20Kitts/WesKitts.jpg,Head Shot,
blt383049786a593159,/profiles/taryn-kloth,Taryn,Kloth,Taryn Kloth,"<h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, (Team - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – bronze (Team - Women)</li><li>Years of participation: Team - Women 2023</li><li>Medals: 1 (1 bronze)</li><ul><li>Bronze – 2023 (Team - Women)</li></ul></ul>","6'4""",4/10/1997,27,Sioux Falls,SD,Louisiana State University '21,Louisiana State University,0,0,0,"Track and Field, Beach Volleyball",,,
bltd574146d3092f2ba,/profiles/taylor-knibb,Taylor,Knibb,Taylor Knibb,"<h5>Personal</h5><ul><li>At 23, Knibb was the youngest woman ever to qualify for the U.S. Olympic Triathlon Team for Tokyo</li><li>Qualified for Paris 2024 in both triathlon and road cycling</li><li>Was inspired to become a triathlete as a child after she watched her mom, Leslie Knibb, compete in an IRONMAN race and noticed the positive atmosphere</li><li>Was named the Washington D.C. Gatorade Cross Country Runner of the Year and the D.C. State Athletic Association Runner of the Year in both 2014 and 2015.</li><li>Became the youngest woman to earn a spot on the podium at an ITU World Triathlon Series race in 2017, earning silver in Edmonton, Alberta, Canada. Knibb is a 2020 graduate of Cornell, where she ran NCAA track and cross-country for four years while balancing her elite triathlon career</li><li>Considers the ITU Under-23 World Championships to be one of her favorite moments of her career because she accomplished a solid performance across all three disciplines</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Paris 2024, 19th (Individual time trial - Women, Olympic Distance - Women)</li><li>Olympic Games Tokyo 2020, silver (Team Relay - Mixed), 16th (Olympic Distance - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 14th (Individual Ranking - Women)</li><li>Years of participation: Individual Ranking - Women 2021, 2022, 2023; Olympic Distance - Women 2021, 2022</li><li>Medals: 3 (1 gold, 1 silver, 1 bronze)</li><ul><li>Gold – 2021 (Olympic Distance - Women)</li><li>Silver – 2021 (Individual Ranking - Women)</li><li>Bronze – 2022 (Individual Ranking - Women)</li></ul></ul>",,2/14/1998,26,"Washington, D.C.",MD,Cornell University,Cornell University,0,1,0,Triathlon,https://res.cloudinary.com/usopc-prod/image/upload/v1686930853/NGB%20Triathlon/Elite%20Athlete%20Profiles/taylor_knibb_headshot.jpg,Taylor Knibb headshot,USA Triathlon
blt1315350c35ecb272,/profiles/kaitlin-knifton,Kaitlin,Knifton,Kaitlin Knifton,"<h5>Personal</h5><ul><li>Member of the National Honor Society and student council</li><li>Is also a dancer and enjoys other fine arts such as ceramics, painting and drawing</li><li>Hobbies include baking, running and hanging out with friends.</li></ul><h5>Career Highlights</h5><ul><li>World Championships Under 23, Varese, 2022 (Four - Women)</li><li>World Junior Championships, Racice, 2018 (Coxed Four - Women)</li><li>World Junior Championships, Trakai, 2017 (Pair - Women)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 5th (Four - Women)</li></ul></ul>","5'11""",7/5/2000,24,Austin,TX,"University of Texas, Austin",University of Texas at Austin,0,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1682695848/TeamUSA%20Assets/Migration/Athlete%20Profiles/Kaitlin%20Knifton%201115232/knifton_kate.jpg,Head Shot,
blt093609bb576d352d,/profiles/erriyon-knighton-1216232,Erriyon,Knighton,Erriyon Knighton,"<h5>Personal</h5><ul><li>Beat Usain Bolt’srecord in the world U-20 in the 200-meter</li><li>Didn’t participate in track and field until his freshman year of high school</li><li>Turned pro before his 17th birthday</li><li>Was a four-star football recruit in high school</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian<ul><li>Olympic Games Tokyo 2020, 4th (200m - Men)</li></ul></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (200m - Men)</li><li>Years of participation: 200m - Men 2022, 2023</li><li>Medals: 2 (1 silver, 1 bronze)<ul><li>Silver – 2023 (200m - Men)</li><li>Bronze – 2022 (200m - Men)</li></ul></li></ul>","6'3""",1/29/2004,20,Tampa,FL,"Hillsborough High School (Tampa, Fla.) ‘22",,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1680012694/TeamUSA%20Assets/Athlete%20Profiles/Erriyon%20Knighton%201216232/Knighton_Erriyon.jpg,Erriyon Knighton,
blte5264797b0238d4d,/profiles/kara-kohler-838686,Kara,Kohler,Kara Kohler,"<h5>Personal</h5><ul><li>Competitive swimmer throughout high school, including the 2008 Janet Evans Grand Prix Swim Meet at USC and the 2008 Pacific Swimming North America Cup Challenge</li><li>During her senior year of high school, was encouraged by a family friend to look into rowing collegiately, which led her down the path to becoming a recruited walk-on at UC Berkeley</li><li>Was named the Pac-10 Conference Newcomer of the Year in 2010 and won Cal’s Most Promising Freshman Award</li><li>Was a four-time All-American</li><li>Named USRowing’s Female Athlete of the Year in 2019</li><li>Hobbies include adventures with her dog Luna, camping, swimming, road biking and cooking.</li></ul><h5>Career Highlights</h5><ul><li>Finished eighth in the quadruple sculls at 2012 Samsung World Rowing Cup II</li><li>Finished fourth in the quadruple sculls at the 2012 Samsung World Rowing Cup I</li><li>Won gold in the four at the 2011 World Rowing Championships</li><li>Won gold in the eight at the 2011 Rowing World Cup stop in Lucerne</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Tokyo 2020, 9th (Single Sculls - Women)</li><li>Olympic Games London 2012, bronze (Quadruple Sculls - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 4th (Single Sculls - Women)</li><li>Years of participation: Single Sculls - Women 2018, 2019, 2022, 2023; Quadruple Sculls - Women 2013, 2017; Four - Women 2011</li><li>Medals: 2 (1 gold, 1 bronze)</li><ul><li>Gold – 2011 (Four - Women)</li><li>Bronze – 2019 (Single Sculls - Women)</li></ul></ul>","6'2""",1/20/1991,33,Clayton,CA,"University of California, Berkeley ‘14","University of California, Berkeley",0,0,1,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1680003900/TeamUSA%20Assets/Athlete%20Profiles/Kara%20Kohler%20838686/Kohler_kara_headshot.jpg,Kara Kohler,
blt8b83dfaefe12a388,/profiles/grant-koontz,Grant,Koontz,Grant Koontz,,,1/28/1994,30,Houston,TX,,,0,0,0,Cycling,,,
blt993f4c5acd43b66b,/profiles/nelly-korda-921483,Nelly,Korda,Nelly Korda,"<h5>Personal</h5><ul><li>Fellow 2020 Olympian with sister Jessica Korda</li><li>Started playing golf at an early age</li><li>Daughter of 1990 Australian Open singles champion Petr Korda and younger sister of 5-time LPGA Tour winner Jessica</li><li>The two first appeared in the same U.S. Women’s Open in 2013 at Sebonack when Nelly was 14</li><li>She also joined sister Jessica as an Australian Open champion in 2019</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 gold)<ul><li>Olympic Games Tokyo 2020, gold (Individual - Women)</li></ul></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (Individual - Women)</li><li>Years of participation: Individual - Women 2018, 2019, 2023</li><li>Medals: 2 (2 silver)<ul><li>Silver – 2023 (Individual - Women); 2018 (Individual - Women)</li></ul></li></ul><h5>Career Highlights</h5><ul><li>2021 KPMG Women's PGA Championship Winner</li><li>2021 Meijer LPGA Classic Winner</li><li>2021 Gainbridge LPGA Winner</li><li>2019 Taiwan Swinging Skirts LPGA presented by CTBC Winner</li><li>2019 ISPS Handa Women's Australian Open Winner</li><li>2018 Swinging Skirts LPGA Taiwan Championship presented by CTBC Winner</li></ul>","5'10""",7/28/1998,26,Bradenton,FL,,,1,0,0,Golf,https://res.cloudinary.com/usopc-prod/image/upload/v1719339715/NGB%20Golf/Athlete%20Profiles/Nelly.jpg,,J.Lindeberg
blta2d348af271b548b,/profiles/leonard-korir-1030930,Leonard,Korir,Leonard Korir,"<h5>Personal</h5><ul><li>Is the oldest of six children, including three sisters and two brothers</li><li>Born in Kenya and moved to the United States in September 2009</li><li>Upon arrival in the U.S., he only knew a few English phrases and carried one suitcase</li><li>Began running competitively at age 20 and called fellow 2016 U.S. Olympic teammate, Galen Rupp, his hero</li><li>Competed in both cross-country, and track and field at Iona College</li><li>Eight-time NCAA All-American.</li></ul><h5>Career Highlights</h5><ul><li>2016 New York City Half Marathon, gold</li><li>2011 NCAA Indoor Championships, 1st (5,000m)</li><li>2011 NCAA Outdoor Championships, 1st (10,000m)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Rio de Janeiro 2016, 14th (10000m - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2019 – 11th (Team Cross Country Long Distance - Men), 12th (10000m - Men), 72th (Individual Cross Country Long Distance - Men)</li><li>Years of participation: 10000m - Men 2017, 2019; Individual Cross Country Long Distance - Men 2017, 2019; Team Cross Country Long Distance - Men 2017, 2019; Half Marathon - Men 2018; Half Marathon Team - Men 2018</li><li>Top finish: – 2018 (Half Marathon - Men)</li></ul>","5'7""",12/10/1986,37,Colorado Springs,CO,Iona College,Iona College,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1680003856/TeamUSA%20Assets/Athlete%20Profiles/Leonard%20Korir%201030930/Korir_Leonard_150x250.jpg,Head Shot,
bltc1c7bb9357f155b7,/profiles/ada-korkhin,Ada,Korkhin,Ada Korkhin,"<h5>Personal</h5><ul><li>Introduced to air pistol shooting via her dad at age 9</li><li>Started competing in sport pistol at age 12</li><li>S<span>ays that it is an honor to travel across the U.S. and occasionally around the world to compete</span></li><li>Loves to meet new athletes from other countries and make new friends within her sport</li></ul><h5>Career Highlights</h5><ul><li>Junior World Championships, Changwon, 2023 (25m Pistol - Women, 10m Air Pistol - Women, 10m Air Pistol - Team - Mixed)</li><li>Junior World Championships, Cairo, 2022 (10m Air Pistol - Team - Women, 25m Pistol - Team - Women)</li></ul>",,11/24/2004,19,Brookline,MA,Ohio State University '27,Ohio State University,0,0,0,Shooting,https://res.cloudinary.com/usopc-prod/image/upload/v1717788211/TeamUSA%20Assets/Athlete%20Profiles/Ada%20Korkhin%208844960/Korkhin_Ada_thumbnail_844960.jpg,Ada Korkhin smiling and holding her competition pistol,USA Shooting
blt339fbfc527d725fc,/profiles/sorin-koszyk,Sorin,Koszyk,Sorin Koszyk,"<h5>Personal</h5><ul><li>Introduced to rowing during his high school freshman year</li><li>Has been on three consecutive National teams (2022-2024)</li><li>Rows in both single and double sculls</li><li>Hobbies include <span>spending time with friends and playing Jenga</span></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 13th (Double Sculls - Men)</li><li>Years of participation: Double Sculls - Men 2022, 2023</li><li>Top finish: 7th – 2022 (Double Sculls - Men)</li></ul><h5>Career Highlights</h5><ul><li><span>2024 World Rowing Final Olympic &amp; Paralympic Qualification Regatta, 1st (Men - Double Sculls)</span></li><li><span>2023 World Rowing Cup II, 2nd (Men - Double Sculls)</span></li><li><span>2023 USRowing Winter Speed Order, 1st (Men - Single Sculls)</span></li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 4th (Double Sculls - Men)</li></ul></ul>","6'1""",11/27/1997,26,Grosse Pointe Park,MI,Cornell University '20,Cornell University,0,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1717521330/TeamUSA%20Assets/Athlete%20Profiles/Sorin%20Koszyk%201216693/Koszyk_S_thumbnail_1216693.png,"Sorin Koszyk smiling and holding a ""qualified"" sign",row2k
blt97b8ce471ec98a14,/profiles/joe-kovacs,Joe,Kovacs,Joe Kovacs,"<h5>Personal</h5><ul><li>Son of Joseph and Joanna Kovacs</li><li>Had a breakout season in 2015, capturing the USATF outdoor, world outdoor and Diamond League shot put titles, and finishing the season ranked No. 1 in the world in shot put</li><li>Speaks German</li><li>Also played football in high school</li><li>Enjoys playing golf during his time off in the fall</li><li>Is an investor in drone technology and solar companies</li><li>Has traveled to more than 30 countries</li><li>Hobbies include flying airplanes, golfing and eating good food</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 2-time Olympic medalist (2 silver)</li><ul><li>Olympic Games Tokyo 2020, silver (Shot Put - Men)</li><li>Olympic Games Rio de Janeiro 2016, silver (Shot Put - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – bronze (Shot Put - Men)</li><li>Years of participation: Shot Put - Men 2015, 2017, 2019, 2022, 2023</li><li>Medals: 5 (2 gold, 2 silver, 1 bronze)</li><ul><li>Gold – 2019 (Shot Put - Men); 2015 (Shot Put - Men)</li><li>Silver – 2022 (Shot Put - Men); 2017 (Shot Put - Men)</li><li>Bronze – 2023 (Shot Put - Men)</li></ul></ul>","6'0""",6/28/1989,35,Bethlehem,PA,Penn State University,Pennsylvania State University,0,2,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1687367112/TeamUSA%20Assets/Migration/Athlete%20Profiles/Joe%20Kovacs/Kovacs_Joe_150x250.jpg,Head Shot,
